Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EnvironmentSatisfaction,Gender,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Experience_Band,Leadership_Flag,Income_Band,Promoted_Recently
30,No,Travel_Rarely,231,Sales,2,Other,3,Male,982,62,3,3,Sales Executive,3,Divorced,7264,9977,No,11,3,1,1,10,2,4,8,4,7,7,6-10 years,No,High,Yes
38,No,Non-Travel,152,Sales,3,Technical Degree,3,Female,983,85,3,2,Sales Executive,4,Single,5666,19899,Yes,13,3,2,0,6,1,3,5,3,1,3,6-10 years,No,Medium,Yes
35,No,Travel_Rarely,882,Sales,4,Life Sciences,4,Male,984,92,3,3,Sales Executive,4,Divorced,7823,6812,No,13,3,2,1,12,2,3,10,9,0,8,10+ years,No,High,No
39,No,Travel_Rarely,903,Sales,5,Life Sciences,1,Male,985,41,4,3,Sales Executive,3,Single,7880,2560,No,18,3,4,0,9,3,3,8,7,0,7,6-10 years,No,High,No
40,Yes,Non-Travel,1479,Sales,3,Life Sciences,2,Female,986,100,4,4,Sales Executive,2,Single,13194,17071,Yes,16,3,4,0,22,2,2,1,0,0,0,10+ years,Yes,Very High,No
47,No,Travel_Frequently,1379,Research & Development,4,Medical,3,Male,987,64,4,2,Manufacturing Director,3,Divorced,5067,6759,Yes,19,3,3,0,20,3,4,19,10,2,7,10+ years,No,Medium,Yes
36,No,Non-Travel,1229,Sales,4,Technical Degree,1,Male,990,84,3,2,Sales Executive,4,Divorced,5079,25952,No,13,3,4,2,12,3,3,7,7,0,7,10+ years,No,Medium,No
31,Yes,Non-Travel,335,Research & Development,2,Medical,3,Male,991,46,2,1,Research Scientist,1,Single,2321,10322,Yes,22,4,1,0,4,0,3,3,2,1,2,3-5 years,No,Low,Yes
33,No,Non-Travel,722,Sales,3,Life Sciences,4,Male,992,38,3,4,Manager,3,Single,17444,20489,No,11,3,4,0,10,2,3,10,8,6,0,6-10 years,Yes,Very High,Yes
29,Yes,Travel_Rarely,906,Research & Development,3,Life Sciences,4,Female,994,92,2,1,Research Scientist,1,Single,2404,11479,Yes,20,4,3,0,3,5,3,0,0,0,0,3-5 years,No,Low,No
33,No,Travel_Rarely,461,Research & Development,1,Life Sciences,2,Female,995,53,3,1,Research Scientist,4,Single,3452,17241,No,18,3,1,0,5,4,3,3,2,0,2,3-5 years,No,Medium,No
45,No,Travel_Rarely,974,Research & Development,4,Medical,4,Female,996,91,3,1,Laboratory Technician,4,Divorced,2270,11005,No,14,3,4,2,8,2,3,5,3,0,2,6-10 years,No,Low,No
50,No,Travel_Rarely,1126,Research & Development,2,Medical,4,Male,997,66,3,4,Research Director,4,Divorced,17399,6615,No,22,4,3,1,32,1,2,5,4,1,3,10+ years,Yes,Very High,Yes
33,No,Travel_Frequently,827,Research & Development,4,Other,3,Female,998,84,4,2,Healthcare Representative,2,Married,5488,20161,Yes,13,3,1,1,6,2,3,6,5,1,2,6-10 years,No,Medium,Yes
41,No,Travel_Frequently,840,Research & Development,3,Medical,1,Male,999,64,3,5,Research Director,3,Divorced,19419,3735,No,17,3,2,1,21,2,4,18,16,0,11,10+ years,Yes,Very High,No
27,No,Travel_Rarely,1134,Research & Development,4,Technical Degree,3,Female,1001,37,3,1,Laboratory Technician,2,Married,2811,12086,No,14,3,2,1,4,2,3,2,2,2,2,3-5 years,No,Low,Yes
45,No,Non-Travel,248,Research & Development,2,Life Sciences,4,Male,1002,42,3,2,Laboratory Technician,1,Married,3633,14039,Yes,15,3,3,1,9,2,3,9,8,0,8,6-10 years,No,Medium,No
47,No,Travel_Rarely,955,Sales,2,Life Sciences,4,Female,1003,83,3,2,Sales Executive,4,Single,4163,8571,Yes,17,3,3,0,9,0,3,9,0,0,7,6-10 years,No,Medium,No
30,Yes,Travel_Rarely,138,Research & Development,3,Life Sciences,1,Female,1004,48,3,1,Research Scientist,3,Married,2132,11539,Yes,11,3,2,0,7,2,3,5,2,0,1,6-10 years,No,Low,No
50,No,Travel_Rarely,939,Research & Development,3,Life Sciences,4,Male,1005,95,3,4,Manufacturing Director,3,Married,13973,4161,Yes,18,3,4,1,22,2,3,12,11,1,5,10+ years,Yes,Very High,Yes
38,No,Travel_Frequently,1391,Research & Development,1,Medical,3,Male,1006,66,3,1,Research Scientist,3,Married,2684,12127,No,17,3,2,1,3,0,2,2,1,0,2,3-5 years,No,Low,No
46,No,Travel_Rarely,566,Research & Development,2,Medical,4,Male,1007,75,3,3,Manufacturing Director,3,Divorced,10845,24208,No,13,3,2,1,13,3,3,8,7,0,7,10+ years,No,Very High,No
24,No,Travel_Rarely,1206,Research & Development,1,Medical,4,Female,1009,41,2,2,Manufacturing Director,3,Divorced,4377,24117,No,15,3,2,2,5,6,3,4,2,3,2,3-5 years,No,Medium,Yes
35,Yes,Travel_Rarely,622,Research & Development,4,Other,3,Male,1010,39,2,1,Laboratory Technician,2,Divorced,3743,10074,Yes,24,4,4,1,5,2,1,4,2,0,2,3-5 years,No,Medium,No
31,No,Travel_Frequently,853,Research & Development,1,Life Sciences,3,Female,1011,96,3,2,Manufacturing Director,1,Married,4148,11275,No,12,3,3,1,4,1,3,4,3,0,3,3-5 years,No,Medium,No
18,No,Non-Travel,287,Research & Development,2,Life Sciences,2,Male,1012,73,3,1,Research Scientist,4,Single,1051,13493,No,15,3,4,0,0,2,3,0,0,0,0,0-2 years,No,Low,No
54,No,Travel_Rarely,1441,Research & Development,3,Technical Degree,3,Female,1013,56,3,3,Manufacturing Director,3,Married,10739,13943,No,11,3,3,1,22,2,3,10,7,0,8,10+ years,No,Very High,No
35,No,Travel_Rarely,583,Research & Development,4,Medical,3,Female,1014,57,3,3,Healthcare Representative,3,Divorced,10388,6975,Yes,11,3,3,1,16,3,2,16,10,10,1,10+ years,No,Very High,Yes
30,No,Travel_Rarely,153,Research & Development,2,Life Sciences,2,Female,1015,73,4,3,Research Director,1,Married,11416,17802,Yes,12,3,3,3,9,4,2,8,7,1,7,6-10 years,No,Very High,Yes
20,Yes,Travel_Rarely,1097,Research & Development,3,Medical,4,Female,1016,98,2,1,Research Scientist,1,Single,2600,18275,Yes,15,3,1,0,1,2,3,1,0,0,0,0-2 years,No,Low,No
30,Yes,Travel_Frequently,109,Research & Development,3,Medical,2,Female,1017,60,3,1,Laboratory Technician,2,Single,2422,25725,No,17,3,1,0,4,3,3,3,2,1,2,3-5 years,No,Low,Yes
26,No,Travel_Rarely,1066,Research & Development,2,Medical,4,Male,1018,32,4,2,Manufacturing Director,4,Married,5472,3334,No,12,3,2,0,8,2,3,8,7,1,3,6-10 years,No,Medium,Yes
22,No,Travel_Rarely,217,Research & Development,1,Life Sciences,2,Male,1019,94,1,1,Laboratory Technician,1,Married,2451,6881,No,15,3,1,1,4,3,2,4,3,1,1,3-5 years,No,Low,Yes
48,No,Travel_Rarely,277,Research & Development,3,Life Sciences,1,Male,1022,97,2,2,Healthcare Representative,3,Single,4240,13119,No,13,3,4,0,19,0,3,2,2,2,2,10+ years,No,Medium,Yes
48,No,Travel_Rarely,1355,Research & Development,4,Life Sciences,3,Male,1024,78,2,3,Healthcare Representative,3,Single,10999,22245,No,14,3,2,0,27,3,3,15,11,4,8,10+ years,No,Very High,Yes
41,No,Travel_Rarely,549,Research & Development,2,Medical,4,Female,1025,42,3,2,Manufacturing Director,3,Single,5003,23371,No,14,3,2,0,8,6,3,2,2,2,1,6-10 years,No,Medium,Yes
39,No,Travel_Rarely,466,Research & Development,1,Life Sciences,4,Female,1026,65,2,4,Manufacturing Director,4,Married,12742,7060,No,16,3,3,1,21,3,3,21,6,11,8,10+ years,Yes,Very High,Yes
27,No,Travel_Rarely,1055,Research & Development,4,Life Sciences,1,Female,1027,47,3,2,Manufacturing Director,4,Married,4227,4658,No,18,3,2,1,4,2,3,3,2,2,2,3-5 years,No,Medium,Yes
35,No,Travel_Rarely,802,Research & Development,3,Other,2,Male,1028,45,3,1,Laboratory Technician,4,Divorced,3917,9541,No,20,4,1,1,3,4,2,3,2,1,2,3-5 years,No,Medium,Yes
42,No,Travel_Rarely,265,Sales,2,Marketing,4,Male,1029,90,3,5,Manager,3,Married,18303,7770,No,13,3,2,0,21,3,4,1,0,0,0,10+ years,Yes,Very High,No
50,No,Travel_Rarely,804,Research & Development,3,Life Sciences,1,Male,1030,64,3,1,Laboratory Technician,4,Married,2380,20165,No,18,3,2,0,8,5,3,1,0,0,0,6-10 years,No,Low,No
59,No,Travel_Rarely,715,Research & Development,3,Life Sciences,3,Female,1032,69,2,4,Manufacturing Director,4,Single,13726,21829,Yes,13,3,1,0,30,4,3,5,3,4,3,10+ years,Yes,Very High,Yes
37,Yes,Travel_Rarely,1141,Research & Development,2,Medical,1,Female,1033,61,1,2,Healthcare Representative,2,Married,4777,14382,No,15,3,1,0,15,2,1,1,0,0,0,10+ years,No,Medium,No
55,No,Travel_Frequently,135,Research & Development,4,Medical,3,Male,1034,62,3,2,Healthcare Representative,2,Married,6385,12992,Yes,14,3,4,2,17,3,3,8,7,6,7,10+ years,No,High,Yes
41,No,Non-Travel,247,Research & Development,1,Life Sciences,2,Female,1035,55,1,5,Research Director,3,Divorced,19973,20284,No,22,4,2,2,21,3,3,21,16,5,10,10+ years,Yes,Very High,Yes
38,No,Travel_Rarely,1035,Sales,4,Life Sciences,2,Male,1036,42,3,2,Sales Executive,4,Single,6861,4981,Yes,12,3,3,0,19,1,3,1,0,0,0,10+ years,No,High,No
26,Yes,Non-Travel,265,Sales,2,Medical,2,Male,1037,79,1,2,Sales Executive,1,Single,4969,21813,No,18,3,4,0,7,6,3,2,2,2,2,6-10 years,No,Medium,Yes
52,Yes,Travel_Rarely,266,Sales,1,Marketing,1,Female,1038,57,1,5,Manager,4,Married,19845,25846,No,15,3,4,1,33,3,3,32,14,6,9,10+ years,Yes,Very High,Yes
44,No,Travel_Rarely,1448,Sales,3,Medical,4,Female,1039,53,4,4,Sales Executive,4,Married,13320,11737,Yes,18,3,3,1,23,2,3,12,11,11,11,10+ years,Yes,Very High,Yes
50,No,Non-Travel,145,Sales,3,Life Sciences,4,Female,1040,95,3,2,Sales Executive,3,Married,6347,24920,No,12,3,1,1,19,3,3,18,7,0,13,10+ years,No,High,No
36,Yes,Travel_Rarely,885,Research & Development,4,Life Sciences,3,Female,1042,43,4,1,Laboratory Technician,1,Single,2743,8269,No,16,3,3,0,18,1,3,17,13,15,14,10+ years,No,Low,Yes
39,No,Travel_Frequently,945,Research & Development,3,Medical,4,Female,1043,82,3,3,Manufacturing Director,1,Single,10880,5083,Yes,13,3,3,0,21,2,3,21,6,2,8,10+ years,No,Very High,Yes
33,No,Non-Travel,1038,Sales,1,Life Sciences,2,Female,1044,88,2,1,Sales Representative,4,Single,2342,21437,No,19,3,4,0,3,2,2,2,2,2,2,3-5 years,No,Low,Yes
45,No,Travel_Rarely,1234,Sales,2,Life Sciences,4,Female,1045,90,3,4,Manager,4,Married,17650,5404,No,13,3,2,1,26,4,4,9,3,1,1,10+ years,Yes,Very High,Yes
32,No,Non-Travel,1109,Research & Development,4,Medical,4,Female,1046,69,3,1,Laboratory Technician,3,Single,4025,11135,No,12,3,2,0,10,2,3,8,7,7,7,6-10 years,No,Medium,Yes
34,No,Travel_Rarely,216,Sales,4,Marketing,2,Male,1047,75,4,2,Sales Executive,4,Divorced,9725,12278,No,11,3,4,1,16,2,2,15,1,0,9,10+ years,No,High,No
59,No,Travel_Rarely,1089,Sales,2,Technical Degree,2,Male,1048,66,3,3,Manager,4,Married,11904,11038,Yes,14,3,3,1,14,1,1,6,4,0,4,10+ years,No,Very High,No
45,No,Travel_Rarely,788,Human Resources,4,Medical,2,Male,1049,36,3,1,Human Resources,2,Single,2177,8318,No,16,3,1,0,6,3,3,6,3,0,4,6-10 years,No,Low,No
53,No,Travel_Frequently,124,Sales,3,Marketing,3,Female,1050,38,2,3,Sales Executive,2,Married,7525,23537,No,12,3,1,1,30,2,3,15,7,6,12,10+ years,No,High,Yes
36,Yes,Travel_Rarely,660,Research & Development,3,Other,1,Male,1052,81,3,2,Laboratory Technician,3,Divorced,4834,7858,No,14,3,2,1,9,3,2,1,0,0,0,6-10 years,No,Medium,No
26,Yes,Travel_Frequently,342,Research & Development,3,Life Sciences,1,Male,1053,57,3,1,Research Scientist,1,Married,2042,15346,Yes,14,3,2,1,6,2,3,3,2,1,2,6-10 years,No,Low,Yes
34,No,Travel_Rarely,1333,Sales,4,Life Sciences,3,Female,1055,87,3,1,Sales Representative,3,Married,2220,18410,Yes,19,3,4,1,1,2,3,1,1,0,0,0-2 years,No,Low,No
28,No,Travel_Rarely,1144,Sales,1,Medical,4,Male,1056,74,3,1,Sales Representative,2,Married,1052,23384,No,22,4,2,0,1,5,3,1,0,0,0,0-2 years,No,Low,No
38,No,Travel_Frequently,1186,Research & Development,4,Other,3,Male,1060,44,3,1,Research Scientist,3,Married,2821,2997,No,16,3,1,1,8,2,3,2,2,2,2,6-10 years,No,Low,Yes
50,No,Travel_Rarely,1464,Research & Development,4,Medical,2,Male,1061,62,3,5,Research Director,3,Married,19237,12853,Yes,11,3,4,1,29,2,2,8,1,7,7,10+ years,Yes,Very High,Yes
37,No,Travel_Rarely,124,Research & Development,3,Other,4,Female,1062,35,3,2,Healthcare Representative,2,Single,4107,13848,No,15,3,1,0,8,3,2,4,3,0,1,6-10 years,No,Medium,No
40,No,Travel_Rarely,300,Sales,3,Marketing,3,Male,1066,74,3,2,Sales Executive,1,Married,8396,22217,No,14,3,2,1,8,3,2,7,7,7,5,6-10 years,No,High,Yes
26,No,Travel_Frequently,921,Research & Development,1,Medical,1,Female,1068,66,2,1,Research Scientist,3,Divorced,2007,25265,No,13,3,3,2,5,5,3,5,3,1,3,3-5 years,No,Low,Yes
46,No,Travel_Rarely,430,Research & Development,4,Medical,4,Male,1069,40,3,5,Research Director,4,Divorced,19627,21445,No,17,3,4,2,23,0,3,2,2,2,2,10+ years,Yes,Very High,Yes
54,No,Travel_Rarely,1082,Sales,4,Life Sciences,3,Female,1070,41,2,3,Sales Executive,3,Married,10686,8392,No,11,3,2,1,13,4,3,9,4,7,0,10+ years,No,Very High,Yes
56,No,Travel_Frequently,1240,Research & Development,3,Medical,1,Female,1071,63,3,1,Research Scientist,3,Married,2942,12154,No,19,3,2,1,18,4,3,5,4,0,3,10+ years,No,Low,No
36,No,Travel_Rarely,796,Research & Development,5,Medical,4,Female,1073,51,2,3,Manufacturing Director,4,Single,8858,15669,No,11,3,2,0,15,2,2,14,8,7,8,10+ years,No,High,Yes
55,No,Non-Travel,444,Research & Development,1,Medical,3,Male,1074,40,2,4,Manager,1,Single,16756,17323,No,15,3,2,0,31,3,4,9,7,6,2,10+ years,Yes,Very High,Yes
43,No,Travel_Rarely,415,Sales,3,Medical,3,Male,1076,79,2,3,Sales Executive,4,Divorced,10798,5268,No,13,3,3,1,18,5,3,1,0,0,0,10+ years,No,Very High,No
20,Yes,Travel_Frequently,769,Sales,3,Marketing,4,Female,1077,54,3,1,Sales Representative,4,Single,2323,17205,Yes,14,3,2,0,2,3,3,2,2,0,2,0-2 years,No,Low,No
21,Yes,Travel_Rarely,1334,Research & Development,3,Life Sciences,3,Female,1079,36,2,1,Laboratory Technician,1,Single,1416,17258,No,13,3,1,0,1,6,2,1,0,1,0,0-2 years,No,Low,Yes
46,No,Travel_Rarely,1003,Research & Development,4,Life Sciences,4,Female,1080,74,2,2,Research Scientist,1,Divorced,4615,21029,Yes,23,4,1,3,19,2,3,16,13,1,7,10+ years,No,Medium,Yes
51,Yes,Travel_Rarely,1323,Research & Development,4,Life Sciences,1,Male,1081,34,3,1,Research Scientist,3,Married,2461,10332,Yes,12,3,3,3,18,2,4,10,0,2,7,10+ years,No,Low,Yes
28,Yes,Non-Travel,1366,Research & Development,2,Technical Degree,2,Male,1082,72,2,3,Healthcare Representative,1,Single,8722,12355,No,12,3,1,0,10,2,2,10,7,1,9,6-10 years,No,High,Yes
26,No,Travel_Rarely,192,Research & Development,2,Medical,1,Male,1083,59,2,1,Laboratory Technician,1,Married,3955,11141,No,16,3,1,2,6,2,3,5,3,1,3,6-10 years,No,Medium,Yes
30,No,Travel_Rarely,1176,Research & Development,3,Other,3,Male,1084,85,3,2,Manufacturing Director,1,Married,9957,9096,No,15,3,3,1,7,1,2,6,2,0,2,6-10 years,No,High,No
41,No,Travel_Rarely,509,Research & Development,2,Technical Degree,2,Female,1085,43,4,1,Research Scientist,3,Married,3376,18863,No,13,3,3,0,10,3,3,10,6,0,8,6-10 years,No,Medium,No
38,No,Travel_Rarely,330,Research & Development,1,Life Sciences,3,Female,1088,65,2,3,Healthcare Representative,3,Married,8823,24608,No,18,3,1,1,20,4,2,19,9,1,9,10+ years,No,High,Yes
40,No,Travel_Rarely,1492,Research & Development,4,Technical Degree,1,Male,1092,61,3,3,Healthcare Representative,4,Married,10322,26542,No,20,4,4,1,14,6,3,11,10,11,1,10+ years,No,Very High,Yes
27,No,Non-Travel,1277,Research & Development,5,Life Sciences,1,Male,1094,87,1,1,Laboratory Technician,3,Married,4621,5869,No,19,3,4,3,3,4,3,3,2,1,2,3-5 years,No,Medium,Yes
55,No,Travel_Frequently,1091,Research & Development,1,Life Sciences,4,Male,1096,65,3,3,Manufacturing Director,2,Married,10976,15813,No,18,3,2,1,23,4,3,3,2,1,2,10+ years,No,Very High,Yes
28,No,Travel_Rarely,857,Research & Development,3,Other,3,Female,1097,59,3,2,Research Scientist,3,Single,3660,7909,No,13,3,4,0,10,4,4,8,7,1,7,6-10 years,No,Medium,Yes
44,Yes,Travel_Rarely,1376,Human Resources,2,Medical,2,Male,1098,91,2,3,Human Resources,1,Married,10482,2326,No,14,3,4,1,24,1,3,20,6,3,6,10+ years,No,Very High,Yes
33,No,Travel_Rarely,654,Research & Development,3,Life Sciences,4,Male,1099,34,2,3,Healthcare Representative,4,Divorced,7119,21214,No,15,3,3,1,9,2,3,3,2,1,2,6-10 years,No,High,Yes
35,Yes,Travel_Rarely,1204,Sales,3,Technical Degree,4,Male,1100,86,3,3,Sales Executive,1,Single,9582,10333,Yes,22,4,1,0,9,2,3,8,7,4,7,6-10 years,No,High,Yes
33,Yes,Travel_Frequently,827,Research & Development,4,Medical,1,Female,1101,54,2,2,Research Scientist,3,Single,4508,3129,No,22,4,2,0,14,4,3,13,7,3,8,10+ years,No,Medium,Yes
28,No,Travel_Rarely,895,Research & Development,2,Life Sciences,1,Male,1102,50,3,1,Laboratory Technician,3,Divorced,2207,22482,No,16,3,4,1,4,5,2,4,2,2,2,3-5 years,No,Low,Yes
34,No,Travel_Frequently,618,Research & Development,1,Life Sciences,1,Male,1103,45,3,2,Healthcare Representative,4,Single,7756,22266,No,17,3,3,0,7,1,2,6,2,0,4,6-10 years,No,High,No
37,No,Travel_Rarely,309,Sales,4,Life Sciences,4,Female,1105,88,2,2,Sales Executive,4,Divorced,6694,24223,Yes,14,3,3,3,8,5,3,1,0,0,0,6-10 years,No,High,No
25,Yes,Travel_Rarely,1219,Research & Development,1,Technical Degree,4,Male,1106,32,3,1,Laboratory Technician,4,Married,3691,4605,Yes,15,3,2,1,7,3,4,7,7,5,6,6-10 years,No,Medium,Yes
26,Yes,Travel_Rarely,1330,Research & Development,3,Medical,1,Male,1107,37,3,1,Laboratory Technician,3,Divorced,2377,19373,No,20,4,3,1,1,0,2,1,1,0,0,0-2 years,No,Low,No
33,Yes,Travel_Rarely,1017,Research & Development,3,Medical,1,Male,1108,55,2,1,Research Scientist,2,Single,2313,2993,Yes,20,4,2,0,5,0,3,2,2,2,2,3-5 years,No,Low,Yes
42,No,Travel_Rarely,469,Research & Development,2,Medical,4,Male,1109,35,3,4,Manager,1,Married,17665,14399,No,17,3,4,1,23,3,3,22,6,13,7,10+ years,Yes,Very High,Yes
28,Yes,Travel_Frequently,1009,Research & Development,3,Medical,1,Male,1111,45,2,1,Laboratory Technician,2,Divorced,2596,7160,No,15,3,1,2,1,2,3,1,0,0,0,0-2 years,No,Low,No
50,Yes,Travel_Frequently,959,Sales,4,Other,4,Male,1113,81,3,2,Sales Executive,3,Single,4728,17251,Yes,14,3,4,0,5,4,3,0,0,0,0,3-5 years,No,Medium,No
33,No,Travel_Frequently,970,Sales,3,Life Sciences,4,Female,1114,30,3,2,Sales Executive,2,Married,4302,13401,No,17,3,3,1,4,3,3,3,2,0,2,3-5 years,No,Medium,No
34,No,Non-Travel,697,Research & Development,4,Life Sciences,3,Male,1115,40,2,1,Research Scientist,4,Married,2979,22478,No,17,3,4,3,6,2,3,0,0,0,0,6-10 years,No,Low,No
48,No,Non-Travel,1262,Research & Development,4,Medical,1,Male,1116,35,4,4,Manager,4,Single,16885,16154,No,22,4,3,0,27,3,2,5,4,2,1,10+ years,Yes,Very High,Yes
45,No,Non-Travel,1050,Sales,4,Life Sciences,2,Female,1117,65,2,2,Sales Executive,3,Married,5593,17970,No,13,3,4,1,15,2,3,15,10,4,12,10+ years,No,Medium,Yes
52,No,Travel_Rarely,994,Research & Development,4,Life Sciences,2,Male,1118,87,3,3,Healthcare Representative,2,Single,10445,15322,No,19,3,4,0,18,4,3,8,6,4,0,10+ years,No,Very High,Yes
38,No,Travel_Rarely,770,Sales,4,Marketing,3,Male,1119,73,2,3,Sales Executive,3,Divorced,8740,5569,Yes,14,3,2,2,9,2,3,8,7,2,7,6-10 years,No,High,Yes
29,No,Travel_Rarely,1107,Research & Development,4,Life Sciences,3,Female,1120,93,3,1,Research Scientist,4,Divorced,2514,26968,No,22,4,1,1,11,1,3,7,5,1,7,10+ years,No,Low,Yes
28,No,Travel_Rarely,950,Research & Development,3,Medical,4,Female,1121,93,3,3,Manufacturing Director,2,Divorced,7655,8039,No,17,3,2,3,10,3,2,9,7,1,7,6-10 years,No,High,Yes
46,No,Travel_Rarely,406,Sales,1,Marketing,1,Male,1124,52,3,4,Manager,3,Married,17465,15596,No,12,3,4,1,23,3,3,12,9,4,9,10+ years,Yes,Very High,Yes
38,No,Travel_Rarely,130,Sales,2,Marketing,4,Male,1125,32,3,3,Sales Executive,2,Single,7351,20619,No,16,3,3,0,10,2,3,1,0,0,0,6-10 years,No,High,No
43,No,Travel_Frequently,1082,Research & Development,3,Life Sciences,3,Female,1126,83,3,3,Manufacturing Director,1,Married,10820,11535,No,11,3,3,1,18,1,3,8,7,0,1,10+ years,No,Very High,No
39,Yes,Travel_Frequently,203,Research & Development,3,Life Sciences,1,Male,1127,84,3,4,Healthcare Representative,4,Divorced,12169,13547,No,11,3,4,3,21,4,3,18,7,11,5,10+ years,Yes,Very High,Yes
40,No,Travel_Rarely,1308,Research & Development,3,Medical,3,Male,1128,44,2,5,Research Director,3,Single,19626,17544,No,14,3,1,0,21,2,4,20,7,4,9,10+ years,Yes,Very High,Yes
21,No,Travel_Rarely,984,Research & Development,1,Technical Degree,4,Female,1131,70,2,1,Research Scientist,2,Single,2070,25326,Yes,11,3,3,0,2,6,4,2,2,2,2,0-2 years,No,Low,Yes
39,No,Non-Travel,439,Research & Development,3,Life Sciences,3,Male,1132,70,3,2,Laboratory Technician,2,Single,6782,8770,No,15,3,3,0,9,2,2,5,4,0,3,6-10 years,No,High,No
36,No,Non-Travel,217,Research & Development,4,Life Sciences,1,Male,1133,78,3,2,Manufacturing Director,4,Single,7779,23238,No,20,4,1,0,18,0,3,11,9,0,9,10+ years,No,High,No
31,No,Travel_Frequently,793,Sales,3,Life Sciences,3,Male,1135,67,4,1,Sales Representative,4,Married,2791,21981,No,12,3,1,1,3,4,3,2,2,2,2,3-5 years,No,Low,Yes
28,No,Travel_Rarely,1451,Research & Development,1,Life Sciences,1,Male,1136,67,2,1,Research Scientist,2,Married,3201,19911,No,17,3,1,0,6,2,1,5,3,0,4,6-10 years,No,Medium,No
35,No,Travel_Frequently,1182,Sales,2,Marketing,4,Male,1137,54,3,2,Sales Executive,4,Divorced,4968,18500,No,11,3,4,1,5,3,3,5,2,0,2,3-5 years,No,Medium,No
49,No,Travel_Rarely,174,Sales,4,Technical Degree,4,Male,1138,56,2,4,Sales Executive,2,Married,13120,11879,No,17,3,2,1,22,3,3,9,8,2,3,10+ years,Yes,Very High,Yes
34,No,Travel_Frequently,1003,Research & Development,2,Life Sciences,4,Male,1140,95,3,2,Manufacturing Director,3,Single,4033,15834,No,11,3,4,0,5,3,2,3,2,0,2,3-5 years,No,Medium,No
29,No,Travel_Frequently,490,Research & Development,3,Life Sciences,4,Female,1143,61,3,1,Research Scientist,2,Divorced,3291,17940,No,14,3,4,2,8,2,2,7,5,1,1,6-10 years,No,Medium,Yes
42,No,Travel_Rarely,188,Research & Development,3,Medical,2,Male,1148,56,1,2,Laboratory Technician,4,Single,4272,9558,No,19,3,1,0,16,3,3,1,0,0,0,10+ years,No,Medium,No
29,No,Travel_Rarely,718,Research & Development,1,Medical,2,Male,1150,79,2,2,Manufacturing Director,4,Married,5056,17689,Yes,15,3,3,1,10,2,2,10,7,1,2,6-10 years,No,Medium,Yes
38,No,Travel_Rarely,433,Human Resources,3,Human Resources,3,Male,1152,37,4,1,Human Resources,3,Married,2844,6004,No,13,3,4,1,7,2,4,7,6,5,0,6-10 years,No,Low,Yes
28,No,Travel_Frequently,773,Research & Development,3,Life Sciences,3,Male,1154,39,2,1,Research Scientist,3,Divorced,2703,22088,Yes,14,3,4,1,3,2,3,3,1,0,2,3-5 years,No,Low,No
18,Yes,Non-Travel,247,Research & Development,1,Medical,3,Male,1156,80,3,1,Laboratory Technician,3,Single,1904,13556,No,12,3,4,0,0,0,3,0,0,0,0,0-2 years,No,Low,No
33,Yes,Travel_Rarely,603,Sales,4,Marketing,1,Female,1157,77,3,2,Sales Executive,1,Single,8224,18385,Yes,17,3,1,0,6,3,3,5,2,0,3,6-10 years,No,High,No
41,No,Travel_Rarely,167,Research & Development,4,Life Sciences,2,Male,1158,46,3,1,Laboratory Technician,4,Married,4766,9051,Yes,11,3,1,1,6,4,3,1,0,0,0,6-10 years,No,Medium,No
31,Yes,Travel_Frequently,874,Research & Development,3,Medical,3,Male,1160,72,3,1,Laboratory Technician,3,Married,2610,6233,No,12,3,3,1,2,5,2,2,2,2,2,0-2 years,No,Low,Yes
37,No,Travel_Rarely,367,Research & Development,2,Medical,3,Female,1161,52,2,2,Healthcare Representative,4,Divorced,5731,17171,No,13,3,3,2,9,2,3,6,2,1,3,6-10 years,No,Medium,Yes
27,No,Travel_Rarely,199,Research & Development,3,Life Sciences,4,Male,1162,55,2,1,Research Scientist,3,Married,2539,7950,No,13,3,3,1,4,0,3,4,2,2,2,3-5 years,No,Low,Yes
34,No,Travel_Rarely,1400,Sales,1,Life Sciences,2,Female,1163,70,3,2,Sales Executive,3,Married,5714,5829,No,20,4,1,0,6,3,2,6,5,1,3,6-10 years,No,Medium,Yes
35,No,Travel_Rarely,528,Human Resources,4,Technical Degree,3,Male,1164,100,3,1,Human Resources,3,Single,4323,7108,No,17,3,2,0,6,2,1,5,4,1,4,6-10 years,No,Medium,Yes
29,Yes,Travel_Rarely,408,Sales,1,Life Sciences,4,Female,1165,45,2,3,Sales Executive,1,Married,7336,11162,No,13,3,1,1,11,3,1,11,8,3,10,10+ years,No,High,Yes
40,No,Travel_Frequently,593,Research & Development,4,Medical,2,Female,1166,88,3,3,Research Director,3,Single,13499,13782,No,17,3,3,0,20,3,2,18,7,2,13,10+ years,No,Very High,Yes
